X_test,y_test
dying oh bitch exit my mentions her last era was huge 1 album 1 tour golden globe cont,offensive
thanks hun haha,neutral
get some head off twitter now niggahs thats bracken 10412041041204 ima baby momma killa yo bitch she can get it 1043359 you,offensive
how ghetto girls start their fights 128514,offensive
true sand niggers amp bum brits claim hes a atg hall of fame legend smh,hate_speech
fuck that niggah he so weak he cant tell that you a freak,hate_speech
now that halloween is fast approaching please understand this we are a culture not a costume to mock and ridicule,neutral
like i cant have niggas thinkin hotep talk time is apart of my party sets,offensive
anybody who trashes their own neighborhood after a perceived injustice is a fucking moron ferguson,hate_speech
jackies a retard blondeproblems at least i can make a grilled cheese,hate_speech
dumb hoes out here moving at a snails pace in lifeim coo,offensive
8220 well he is at genos so he is the ultimate faggot8221 got to show this queer how to eat 8230,hate_speech
an enraged 64 290 lb mike brown lethal weapon on legshis hatred 4 the police amp whitey added fuel 2 his arsenal,hate_speech
so many hoes whipped you would have thought we were still in slavery,hate_speech
dumb ass bitch i swear,offensive
its time to mock halftime in america how bout wake up america we have radical leftists running the country,hate_speech
ray j is the perfect example of what happens when you give a lame nigga some pussy,hate_speech
twitter is for fags,hate_speech
lmao rt is fish pussy wett,offensive
azmonsoon lot of rain too bad it wasnt enough to wash away the teabagger racist white trash in the state tcot teaparty azflooding,hate_speech
darf retarded lol,offensive
my alarm clock should be callin lol wake yo ass up and get this money bitch,offensive
dumb bitch,hate_speech
i rather my girl be clingy than a hoe,offensive
in their primes mj would have dominated lbj in 1 on 1 just so much mentally tougher mjs trash talk alone would unn8230,neutral
these young cats being drafted in the nba today are walking lotto tickets wait till these niggas find out that pussy come8230,hate_speech
where your white hoes at bro lol,offensive
i really cant stand while people slander shit 90 trash,offensive
stockboyeveryone mocks you,neutral
i lost something more important than myself last year so excuse me for being a little selfish bitch 999665039128530,offensive
the 6 commandments of being a hoe,offensive
clams to be a comedy writer untrue,neutral
you retarded bruh lol,hate_speech
hoe ass nigga 128569,hate_speech
bitch shut the fuck up goddam your a slut bitch whore nigga,hate_speech
lmaooooooo rt record scratches rt damn twitter famous bitches out hea strippin 128557128557,offensive
charlie sheen is a legend forthebros,neutral
if i dont get my dick sucked at yo party by a bad bitch im fr gone set it off 128514128514128514128514 by,offensive
you cant call someone a fag if youre snuggling up with guys,offensive
karmas a bitch and so are you youll be getting along just fine real soon,hate_speech
talked to deigo last night my dawg good like that bitch maegan,offensive
okay closet fag,hate_speech
typical coon activity,hate_speech
my advice of the day if your a trannygo fuck your self,hate_speech
every spic cop in losangeles has raped or has thought about raping a white woman thats why those halfbreeds get jobs as pigs,hate_speech
nothing worse than a baby bitch pussy go fly a kite,offensive
chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner,hate_speech
fags,hate_speech
tylers my bitch sorry but i own you,offensive
comeover here then bitch,offensive
uhm bitch the fuck its wednesday and we are suppose to wear black u cant sit with us,offensive
shit tell that pussy to come out of retirement and show up kareem jackson then he can get respect,offensive
calling it am early night heartache is a bitch broken,offensive
glad i aint got no bird legs 128514,neutral
niggah niggah niggah dont believe me just wacthh,hate_speech
dont k me you bitch,offensive
yall be giving the pooest bitches so much hype stop it,offensive
bitch breathes me could you not,offensive
this vine still funny as shit to me 128557128557128514how many niggers are in my store,hate_speech
bitch shut the fuck and follow what u say nigga,offensive
thats true idk why your even in this convo you dumb nigger attention whore,hate_speech
charlie horses suck ass ouch,offensive
i dont think ive ever seen a fight on the real world i mean a word fight yeah tons of times but damn that bitch swung,offensive
sitting at the bar at work watching walking dead and all these fucking wetbacks decide to come in amp turn on their spic music jesus christ,hate_speech
i hate trailer trash 128567,hate_speech
does he look like a bitch,offensive
america is white trash and so are all americans,hate_speech
fuck da bulls and your trash ass music nigga 8220 fuck da cavs8221,offensive
our people now is the time for the aryan race 2 stand up and say no more before the mongerls turn the world into a ghetto slum 1488,hate_speech
fuck a bitch and think of me,offensive
aint it a bitch when one of the people you get so excited hearing from sends the shortest most closedended thing ever ugh let down,offensive
yall be some crazy white bitches i wants to lay down wit you bowf,offensive
man some lame niggah when i find him im unfollowing tf out his ass,hate_speech
thanks little fag 128536,offensive
you thought i was playin when i cut that bitch off,offensive
8220 o u unfollowed me so i cant dm u so ill say it here youre a rude cunt lmao8221 you can dm me,hate_speech
lrg ass nigguh,hate_speech
ann coulter admits on fox news that america has a negro problem crime tcot gettingreal,hate_speech
fake ass people thats why i dont have no respect for em frontin ass bitches too,offensive
i already know you trash if being tatted is on the list of things you want in a nigga,hate_speech
brady heard yall say he was washed now he washing the league on you hoe ass niggas,hate_speech
kick dem fucc niccas out da spot,hate_speech
these people are fags,hate_speech
lmao 9995 excuse me bitchi am not soundcloud,offensive
short answer yes sage grouse rebellion will obama use two small birds to limit oil drilling in the west,neutral
fuck outta here faggot that wouldnt even be a fair,hate_speech
a loyal girl really truly does come with a smart mouth and arguments only a hoe will let you do as you please cause she8230,offensive
look at this faggot,hate_speech
over bitches trying to act like i own them a picture,offensive
lowkey called that faggot a faggot,hate_speech
its a lot of uncle tom ass niggas out here,hate_speech
bitch stop takin my shit ooo i hate u u dumb bitch,offensive
to u bitches who have upside down default pictures die nobody has time to flip they phone around to see if u even uglier8230,offensive
shut the fuck up you fucking cunt,offensive
all da lil bald headed bitches standn outside of kevin gates tryna get in 128514128514128514,hate_speech
twice divorced teabagger florida attorney general says marriage is reserved for stable enduring family units wtf,hate_speech
i dont care tho cracker,hate_speech
bitch shut the fuck up goddam your a slut bitch whore nigga,hate_speech
up too early the damn birds are still chirping smh,offensive
these bitches talking shit but they whisper it,offensive
them brownies tho 128524128076,neutral
black girls have never been into me i guess cause i dont call them hoes sell drugs or shoot niggas o well,hate_speech
how bitches look wen they hear their song in da club,offensive
all racist ntx trash w all hate to see this particular man in wh n not the butler,hate_speech
seems if they dont come up with it its trash nobody outside hollywood knows what ppl will pay to seeha guess those in hw dont,neutral
ya fag,hate_speech
im getting tired of these same ol no hope broke bitches no job all they wanna do is twerk and smoke swishers,offensive
your so fucking retared its not even funny bitch im going to sleep u,hate_speech
