text,standardized_label,source
dead1281288220 128553 rt when ur fuckin and her pussy stank but u have really good friends ht8230,hate_speech,original
playing to white guilt lasted one last time whitey felt absolved it ends today it ends in the fieldssuburbs of pennsylvania,hate_speech,original
dead1281288220 128553 rt when ur fuckin and her pussy stank but u have really good friends ht8230,hate_speech,original
why ur profile a one armed nigger,hate_speech,original
most of these people are followers of followers of truth but they themselves are still niggers their outlook mind amp all,hate_speech,davidson
most of these people are followers of followers of truth but they themselves are still niggers their outlook mind amp all,hate_speech,davidson
8220 youre a faggot8221youre a texas fan,hate_speech,original
fag,hate_speech,original
are you working on route running and catching youll be a good wr for grier have fun with the white trash racist uf fans fsu,hate_speech,original
ann coulter admits on fox news that america has a negro problem crime tcot gettingreal,hate_speech,original
not no but hell no when blk stop sayin nigger i will what they can have i can have this is america,hate_speech,original
the midwest of the us is white trash,hate_speech,original
who takes mid from the best midlaner na fuckin solo q fags,hate_speech,original
realest tweet i seen today rt 8230 dyke bitches are rehab for hoesand once im healedback to the dick i go,hate_speech,original
you call house nigger and shes the racist fathom the hypocrisy in that statement,hate_speech,original
fuck that niggah he so weak he cant tell that you a freak,hate_speech,original
sheeple just like 128073oh those racist sexist teabaggerswho just elected these two old white men,hate_speech,original
your tits may be better looking but her face makes you like a asian or latina tranny facts,hate_speech,original
ill kill this bitch no hesitation,hate_speech,original
ahah fucking queer kill urself,hate_speech,original
you dont know what your talking about retarded faggot,hate_speech,original
im already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah i just wanted to say youre a hoe,hate_speech,original
i live in the eye of a white trash hurricane milwaukie or where people use bikes bc of duis not to save the environment,hate_speech,original
go jerk off to lollis faggot,hate_speech,original
you styl gotta get dem tweets off my nig,hate_speech,original
if you snipe youre a fucking faggot i fucking hope all of you snipers get fucking raped and suffer from cancer,hate_speech,original
people who live in thenetherlands are unwashed trash,hate_speech,original
its levels to my bitch you cant fuck her nigga cause she like red bottom you cant afford her nigga she got benz you riding honda accord,hate_speech,original
8220 if fleek in yo vocabulary you a faggot8221,hate_speech,davidson
these young cats being drafted in the nba today are walking lotto tickets wait till these niggas find out that pussy come8230,hate_speech,original
you a lame ass nigga still cuffin these hoes my bitch got a bitch with er,hate_speech,original
jennifer lawrences nudes sooooo trash im still smashin though no doubt,hate_speech,original
faux noise pundits dont like duck molester proslavery racist homophobic teabagger darling phil robertson either,hate_speech,original
niggas wear wigs more than bitches these days,hate_speech,original
more queer lady templars thats my point,hate_speech,original
good enough fag,hate_speech,original
yo bitch ass needs to boss the fuck up,hate_speech,original
you can always gets da colored folk back in da cage wit da kfc,hate_speech,original
aint shit like fucking another nigga bitch and askin her who pussy is this and she say yours lmao no bitch im stealing this pussy lol,hate_speech,original
i dont even say nigga i say nigger im like chuck norris i say the nigger word without checking over my shoulder,hate_speech,davidson
fuck the islamic state we will kill those cunts127468127463,hate_speech,original
so you support illegals coming here and spreading disease among americans dream that bitch,hate_speech,original
hey my folk this nigger loving jew boy asked if i was making death threats against his goat fucking people fuck him,hate_speech,davidson
what a fucking faggot,hate_speech,original
i would like to apologize to anyone i have called fat stupid gay nigger jew or retarded i am truly sorry jk just trolling fags,hate_speech,original
so your a nigger fighter huh,hate_speech,original
what these bitches want from a nigga like on some dmx shit,hate_speech,original
man ducked me like a true hick would have split that white trash faggot lid,hate_speech,original
if you kill all cops and cracker babies what next black states white states and latino states isnt that moving backwards,hate_speech,original
you have my word we will rt beat those fucking faggots pls,hate_speech,original
gayer then 2 faggots in bed together128129,hate_speech,original
the leftisthomosexual war on the catholic church kicked into high gear with the infiltration of the priesthood by boyraping fags,hate_speech,original
cody is always calling people nigger hes a fucking spaz,hate_speech,davidson
you got niggas amp i got bitches but i want you 128149127926,hate_speech,original
and how am i assume shit hmm cuz u dont know what fuck u talking about crackers these days,hate_speech,original
if you kill all cops and cracker babies what next black states white states and latino states isnt that moving backwards,hate_speech,original
ion care fuck that hoe 999665039,hate_speech,original
sav is a fag,hate_speech,davidson
if some one isnt an anglosaxon protestant they have no right to be alive in the us none at all they are foreign filth,hate_speech,original
ah nigga dat cares about opinions and get involve in hoe shit either gay broke or aint getting enough pussy,hate_speech,original
leave you beaner retard,hate_speech,original
phillip rivers look like he almost wants to call dude a nigger for that bad play,hate_speech,original
true sand niggers amp bum brits claim hes a atg hall of fame legend smh,hate_speech,original
this white bitch tried to set me up for a racial war lol bitch its impossible im smarter then you,hate_speech,original
literally every man in my fam copped a bad white bitch as a wife i aint even boutta break da chain unless a latina comes around,hate_speech,davidson
u gotta slow down these coon hrs all they know is love n hip hop lebron amp fake love quotes,hate_speech,original
while the men will often be rambling and retarded the women will appear trashy and tipsy lawless and lustful,hate_speech,original
lmao nigga shoulda said i would be balless bc dat cold bitch wont stop blowin meswaagg,hate_speech,original
u guys are fags,hate_speech,davidson
fuck her pussy fuck her mouth fuck her ass cause she nasty,hate_speech,original
gayer then 2 faggots in bed together128129,hate_speech,original
sometimes i wanna upper cut this bitch but i dont know if shes special ed or not,hate_speech,original
whats black and yellow and not going to win this year wrong the answer is tiger woods,hate_speech,original
