text,label
broke hoes always wanna argue u aint ate all day were u get that energy from 128514128514,offensive
xfactorau sick of guys who sing like pussies where are the rock type men,offensive
lester tried to eat your bird,neutral
in san diego niggah,offensive
bitch foh,offensive
damn you whitey youll get a kick out of the newest form of white privilege,hate_speech
took this bitch 3 months to put a scarf on smfh,offensive
because youre the ratchetest of them all bitch,offensive
forget your typical graduation speech charlie day manages to be hilarious and inspirational in today8217s mifvotd,neutral
a real nigga gone teach his bitch the game not run it on her 128582128130128520,hate_speech
and you kno we the opposite of down bitch we up,offensive
8220 ladies what if a dude put two hands in your pussy and started clapping8221 lmaoo,offensive
8220 bouta let banko kno im goin be a ronneagle 1285141285278221 bitch128514128529,offensive
it8217s so unfair that the hoes get to dress up as hoes for halloween,offensive
what can banks do to show engagement with the queer community hire trans women,hate_speech
im tired of seeing this disturbing bitch with 3 tits,offensive
idgaf hoe,offensive
some bitches truly aint shit,offensive
its at your house bitch,offensive
we gotta get rid of trash ass alex smith,offensive
ive met few people in politics that i disrespect more than charlie crist rudy giuliani,neutral
yall want foreign bitches sooo bad but cant even pull local hoes,offensive
niggas are so fucking gay and they try to cancel it out by saying nah were bros its cool nahhhhhaahahahaha you a faggot bruh,hate_speech
8220 shavonne was doing ballet in the middle of the street last night and fell 1285531285531285141285141285141285141285571285571285578221128557128557128557 bitch it wasnt ballet,offensive
good thing my brother loves me more than all you bitches thoo he woke his ass up after working all night to drive me to school thats love,offensive
this bitch needs to turn off her shitty music 128544,offensive
like i said drose needs to stop being a pussy lol,offensive
only word i can understand on blackjesus is nigger heavily disappointed in this show aaronmacgruder stuff blows imo,hate_speech
niggers are so ignorant,hate_speech
man i swear todays like nation hit tony while hes driving day this chink almost smashed into me,hate_speech
getting ready for the annual heart and sole luncheon cle with,neutral
damn faggots tcot,offensive
anyone and everyone can have my ex fuck that hoe,offensive
this vine still funny as shit to me 128557128557128514how many niggers are in my store,hate_speech
man i swear todays like nation hit tony while hes driving day this chink almost smashed into me,hate_speech
you were supposed to hang w me this week nigger,offensive
omg bruh said this bitch look like a female jb smoove lmao,offensive
aw drake is do you sit in the corner and cry when you listen to him lmfao pussy dick rider how drakes cock taste faggot,hate_speech
i hopes dis aint cause he colored cause i knows he be actin all nigga like,hate_speech
so i guess im on snapchat now so snapchat me bitches danvii no idea,offensive
this rain got yall women talking out your ass a nigga should spend 80 of his income on a bitch 128514128514 bruh get these hoes the fuck outta here,hate_speech
the song about pollo hermanos and heisenberg,neutral
will you sell that pussy for me,offensive
shine on them hoes let em know that you run shit,offensive
shut up faggot,hate_speech
calm down you little asian lol just go flip a bitch,offensive
sold weed to a bitch whos gonna be a lawyer bet shell have a niggas back,offensive
fucking gay faggot look at that gay ass pink shirt haha,hate_speech
b in da pussy 2 mins like,offensive
looks as if federal gun laws to be proposed this week lack awb hope the media and antigun crowd choke on crow,neutral
my stomach hurt like a bitch yoo,offensive
can bitches at least wait till its their bday month to put that shit up damm yall stingy,offensive
1 rt 8220 joe budden makes people delete their twitter accounts lmfao8221 hes pussy tho he blocked me,offensive
shout out to my mama cause she aint raise no hoe,offensive
its because you cant bend me you cant buy me and you cant make me into your nigger farrakhan thetime,hate_speech
what the holy fucking hell is going on at the epa those overzealous cunts i cant wait for 2016,offensive
our people now is the time for the aryan race 2 stand up and say no more before the mongerls turn the world into a ghetto slum 1488,hate_speech
nerds are cool because they get really judgey about other nerds being passionate about things they arent passionate abo,neutral
shut yo beaner ass up spic and hop your faggot ass back across the border little nigga go listen to some pitbull,hate_speech
slow replies make me feel like a retard and i just want to put my foot through a wall hjhdyhdhlgjdftilh,hate_speech
could never kiss up to a bitch or follow up being someone not my cup of tea you hoes look foolish,offensive
im too much of a bitch to say anything about that,offensive
this bitch is nasty,offensive
we now know more about twinkies and how old the earth is than what happened in benghazi,neutral
is a fag hesgay,hate_speech
nah its you 128514128514128514128514 yo i thought some1 photoshopped my face on that faggot smmfhi hate yall,hate_speech
tv makes these hoes seem more attractive yawns,offensive
life would be so much doper if you could order pussy like you do pizza,offensive
i think most men cheat because theyre addicted to that new pussy smell,offensive
thats true idk why your even in this convo you dumb nigger attention whore,hate_speech
a boyfriend and girlfriend suppose to laugh at these hoes together a guy should never have these hoes laughing at his girl8230,offensive
dont subtweet me my name so i no its real ugly bitch,offensive
seeing ugly bitches get pregnant lets me know that nigga swill fuck anything with a pussy alcohol is no longer the excuse you was pressed,hate_speech
you call house nigger and shes the racist fathom the hypocrisy in that statement,hate_speech
not funny u faggot,hate_speech
most teachers abuse their position theres teaching with discipline and theres being a cunt most are cunts,hate_speech
only retards retweet fuckry,hate_speech
ayy might as well get fat hoes dont even like abs nomo they like balla bellys,offensive
when lil wayne said why give a bitch ya heart when she rather have a purse,offensive
basic bitches gt basic cable,offensive
ion speak on how flaw niggas and thirsty hoes be on ig but boyyyyyy look at here 128586128586,hate_speech
theres nothing hotter than a pale albino chick who can play guitar,neutral
you cant take no ones bitch,offensive
tikiti rough mock for the base of what will eventually be an ashtray tiki ti,neutral
i really cant stand while people slander shit 90 trash,offensive
lightskins be like rt yall got me fuck up im dicking down them young pv18 bitches for there refund check i got to pay rent,offensive
i could have died i called my mom a bitch lmao,offensive
the way hawk girl did green lantern is why i do not trust these hoes nope,offensive
bluesapphireearrings 18kyellowgoldclipondiamond alexandra earrings in emerald crystal on emma,neutral
shit that seth says its fatter than my cunt,offensive
miss ma niggah leo,offensive
lmaooo coley just whammmmed him add this to it swervee bitch,offensive
fucc u primo aint nobody ask u 2 fav dink lies,offensive
niggah niggah niggah dont believe me just wacthh,hate_speech
i need a guy that can put me in my place bitches that think theyre zoo animals,offensive
i really hate attention seeking hoes hope they all die,hate_speech
im missing a few things i really need in my life iphone 6 ios 8 ps4 some bitches and a new car,offensive
lets hang fag,offensive
she gonna pop that pussy for a real niggaa,offensive
